"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT10","WT11","WT13","WT14","WT16","WT21"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-13","9.40",,,"1.03",,"69","77","61","  250","  170","17.0","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-14","6.93",,,"0.00",,"65","73","60","  290","  290","14.1","15.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-15","3.80",,,"0.00",,"67","78","61","  180","  120","10.1","15.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-16","4.03",,,"0.00",,"69","82","59","   20","   30","10.1","13.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-17","6.49",,,"0.00",,"73","86","62","  320","  280","14.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-18","4.47",,,"0.01",,"74","81","67","  290","   30","8.9","15.0","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-19","4.47",,,"0.60",,"73","81","66","   90","   30","10.1","21.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-20","4.03",,,"0.00",,"73","83","66","  230","  260","10.1","17.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-21","8.50",,,"0.18",,"74","82","68","  180","  180","16.1","23.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-22","9.62",,,"0.01",,"73","81","64","  250","  260","23.0","27.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-23","11.63",,,"0.00",,"65","68","59","   20","  330","17.0","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-24","5.82",,,"0.00",,"67","73","63","  110","  130","12.1","15.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-25","4.92",,,"0.00",,"67","77","58","  170","  330","12.1","15.0","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-26","6.93",,,"0.35",,"67","70","59","  310","  310","23.9","31.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-27","12.97",,,"0.00",,"60","70","51","  340","  340","23.0","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-28","7.61",,,"0.00",,"60","70","50","  170","  180","15.0","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-29","9.84",,,"0.00",,"64","77","56","  160","  160","19.9","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-30","7.16",,,"0.00",,"70","82","59","  250","  250","17.0","19.9","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-03-31","9.62",,,"0.00",,"71","82","61","  250","  230","21.0","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-01","7.16",,,"0.00",,"71","81","64","  170","  160","17.0","21.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-02","11.41",,,"0.00",,"75","84","69","  170","  170","23.0","28.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-03","9.62",,,"0.00",,"76","86","69","  180","  180","19.9","25.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-04","12.30",,,"0.00",,"69","73","59","   20","   10","23.0","29.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-05","9.84",,,"0.27",,"69","78","62","   60","   50","18.1","23.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-06","11.41",,,"0.00",,"73","84","68","  200","  170","19.9","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-07","8.05",,,"0.00",,"76","84","71","  170","  180","14.1","18.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-08","8.50",,,"0.00",,"77","85","69","  180","  170","17.0","21.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-09","10.51",,,"0.38",,"77","83","72","  160","  200","18.1","29.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-10","6.04",,,"0.02",,"76","86","70","  340","  330","21.9","28.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-11","7.38",,,"0.34",,"73","78","69","  120","   20","15.0","19.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-12","4.25",,,"1.61",,"71","74","70","  210","   90","17.0","23.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-13","7.38",,,"0.53",,"74","81","70","  260","  260","21.0","25.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-14","6.71",,,"3.35",,"72","76","65","   10","  350","21.0","28.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-15","4.70",,,"0.36",,"71","82","65","  330","  330","40.9","59.9","    1",,"    1",,"    1",,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-16","5.82",,,"0.72",,"74","78","69","  170","  170","15.0","19.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-17","5.59",,,"0.07",,"74","83","67","  130","  130","16.1","19.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-18","7.61",,,"1.16",,"74","79","70","  150","  140","18.1","23.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-19","10.51",,,"0.00",,"75","85","70","  270","  110","18.1","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-20","10.07",,,"0.00",,"74","80","66","  310","  310","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-21","9.40",,,"0.00",,"70","78","63","   30","   60","18.1","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-22","5.82",,,"0.00",,"71","84","59","  180","  190","13.0","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-23","4.92",,,"0.04",,"76","84","69","   50","   30","18.1","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-24","9.84",,,"0.25",,"76","83","71","  120","  130","36.9","51.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-25","9.62",,,"0.56",,"76","85","69","  300","  290","33.1","42.1","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-26","4.03",,,"0.00",,"74","84","67","  160","  150","13.0","14.1","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-27","12.53",,,"2.31",,"73","76","64","  300","  290","53.9","70.0","    1",,"    1",,"    1",,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-28","8.95",,,"0.00",,"69","76","62","   20","   30","18.1","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-29","12.08",,,"0.00",,"66","74","59","  310","  310","18.1","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-04-30","6.71",,,"0.00",,"69","81","56","  320","  290","15.0","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-01","6.93",,,"0.00",,"71","82","62","  280","  280","14.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-02","6.93",,,"0.00",,"74","82","64","   30","   30","13.0","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-03","6.04",,,"0.00",,"73","82","64","   40","  130","15.0","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-04","8.72",,,"0.02",,"73","82","63","  140","  120","21.9","25.9",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-05","9.62",,,"0.00",,"75","84","68","  150","  130","21.0","28.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-06","8.95",,,"0.00",,"75","85","68","   60","   50","19.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-07","8.28",,,"0.00",,"77","86","71","  140","  140","17.0","23.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-08","8.05",,,"0.00",,"77","85","68","  170","  150","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-09","9.17",,,"0.00",,"78","86","72","  150","  150","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-10","9.17",,,"0.00",,"78","87","72","  180","  160","17.0","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-11","8.72",,,"0.00",,"79","87","74","  330","  340","18.1","25.1",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-12","6.71",,,"0.00",,"79","87","76","   30","   30","16.1","19.0","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-13","6.49",,,"0.00",,"79","87","72","   50","   50","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-14","6.93",,,"0.00",,"80","87","74","  180","  190","14.1","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-15","7.83",,,"2.98",,"78","84","72","  280","  270","21.9","29.1","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-16","11.41",,,"0.02",,"78","87","73","  170","  160","23.0","29.1",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-17","11.41",,,"0.00",,"82","87","78","  170","  170","19.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-18","6.49",,,"0.81",,"80","87","71","  270","  260","25.1","32.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-19","4.92",,,"0.00",,"77","87","73","  220","  140","15.0","19.0",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-20","3.36",,,"0.15",,"79","90","73","  220","  220","14.1","19.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-21","6.26",,,"1.45",,"80","91","69","  100","   60","33.1","53.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-22","8.50",,,"0.00",,"74","83","68","   40","   40","17.0","19.9","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-23","8.50",,,"0.00",,"79","87","72","  150","  140","18.1","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-24","13.20",,,"0.12",,"81","88","73","  170","  140","25.1","36.0",,,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-25","9.62",,,"1.74",,"79","87","72","  270","  280","28.0","32.0","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-26","7.38",,,"1.27",,"76","86","66","  320","  330","36.0","45.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-27","5.14",,,"0.20",,"78","84","68","  300","  300","44.1","55.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-28","4.03",,,"0.00",,"79","89","69","  140","  130","12.1","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-29","8.05",,,"0.00",,"80","86","75","  150","  150","18.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-30","4.92",,,"0.25",,"79","86","74","  170","  110","19.9","27.1",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-05-31","4.47",,,"0.13",,"78","87","72","   20","   40","25.9","33.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-01","4.70",,,"0.35",,"77","88","70","  170","  190","17.0","21.0",,,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-02","4.70",,,"0.00",,"80","89","72","   20","   20","13.0","17.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-03","6.04",,,"0.05",,"82","89","75","   40","   20","14.1","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-04","5.14",,,"0.00",,"83","90","75","  170","  170","15.0","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-05","3.58",,,"0.00",,"82","91","74","   30","   30","12.1","14.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-06","6.26",,,"0.00",,"83","91","73","   50","   10","12.1","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-07","4.92",,,"0.00",,"84","90","76","  170","  180","17.0","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-08","5.14",,,"0.00",,"82","90","77","  220","  220","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-09","5.37",,,"0.23",,"78","83","71","   30","   30","23.0","34.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-10","3.58",,,"0.00",,"78","91","69","  220","  180","10.1","15.0",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-11","5.14",,,"0.07",,"81","90","76","   20","  150","19.9","30.0",,,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-12","7.38",,,"1.15",,"78","85","72","  180","  220","28.0","35.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-13","10.51",,,"0.00",,"81","90","75","  160","  160","19.9","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-14","9.40",,,"0.64",,"81","88","76","  170","  180","28.0","33.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-15","10.07",,,"0.08",,"83","90","78","  140","  140","23.9","34.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-16","10.96",,,"0.00",,"84","91","79","  140","  140","16.1","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-17","9.40",,,"0.00",,"84","91","79","  180","  180","18.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-18","8.95",,,"0.00",,"83","89","78","  170","  180","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-19","8.28",,,"0.02",,"83","90","77","  260","  260","19.9","25.1",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-20","7.16",,,"0.00",,"84","92","77","  230","  230","13.0","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-21","5.14",,,"0.00",,"85","92","78","  220","  220","10.1","14.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-22","4.92",,,"0.00",,"84","93","77","  170","  170","30.0","36.9",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-23","5.59",,,"0.00",,"84","93","76","  170","  170","23.9","30.0",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-24","4.47",,,"0.00",,"82","91","76","   30","  100","18.1","33.1",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-25","4.92",,,"0.00",,"80","89","74","  250","  250","19.9","23.9",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-26","7.61",,,"0.00",,"80","90","74","  250","  260","17.0","21.0",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-27","10.07",,,"0.41",,"84","93","74","  260","  240","32.0","47.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-28","5.59",,,"0.75",,"77","81","74","  240","  250","23.0","29.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-29","8.05",,,"0.00",,"81","92","74","  260","  250","18.1","23.9",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-06-30","10.07",,,"0.00",,"83","93","74","  310","  310","21.9","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-01","5.82",,,"0.59",,"79","90","73","  220","  220","19.9","25.9","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-02","8.05",,,"0.00",,"81","91","75","  220","  220","19.9","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-03","8.50",,,"0.00",,"85","94","78","  180","  190","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-04","6.93",,,"0.00",,"83","93","76","  220","  220","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-05","8.50",,,"1.17",,"83","93","72","   20","   30","42.9","53.0","    1","    1","    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-06","5.82",,,"0.00",,"80","92","74","  170","  170","15.0","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-07","9.62",,,"0.00",,"85","92","79","  170","  150","18.1","23.9",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-08","6.93",,,"0.15",,"85","92","74","   30","   30","30.0","36.9",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-09","4.25",,,"0.02",,"83","92","77","  170","  170","21.0","25.9","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-10","3.80",,,"0.74",,"83","91","77","  150","  100","21.0","25.9",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-11","4.70",,,"0.00",,"85","94","75","  200","  200","14.1","17.0",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-12","5.82",,,"0.00",,"85","95","77","  340","  340","15.0","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-13","7.61",,,"0.00",,"86","95","78","  190","  170","18.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-14","8.05",,,"0.00",,"85","95","77","  240","  230","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-15","7.61",,,"0.00",,"85","95","77","  240","  250","15.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-16","7.61",,,"0.00",,"87","96","80","  330","  250","14.1","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-17","6.26",,,"0.09",,"85","94","79","  250","  250","25.1","29.1",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-18","6.71",,,"0.00",,"86","97","79","  160","  310","13.0","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-19","6.71",,,"0.63",,"88","98","77","   80","   90","19.9","25.9","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-20","7.38",,,"0.00",,"84","91","80","  170","  170","18.1","21.9",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-21","6.93",,,"0.06",,"84","93","79","  350","  190","19.9","29.1",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-22","7.16",,,"0.37",,"83","90","78","  310","  340","16.1","18.1",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-23","8.72",,,"0.00",,"86","95","78","  240","  240","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-24","9.62",,,"0.00",,"86","96","78","  280","  250","17.0","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-25","8.95",,,"0.00",,"87","97","78","   50","   40","31.1","42.1",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-26","6.26",,,"0.00",,"83","95","75","  180","  170","23.0","32.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-27","5.82",,,"0.00",,"87","94","79","  160","  160","15.0","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-28","4.25",,,"0.00",,"86","96","78","  210","   30","13.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-29","7.61",,,"0.29",,"87","99","77","   60","   60","35.1","42.9","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-30","7.38",,,"0.06",,"84","97","76","   20","   20","40.9","50.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-07-31","10.51",,,"0.00",,"84","93","80","   30","   60","17.0","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-01","8.72",,,"0.00",,"86","93","80","   40","   30","17.0","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-02","6.04",,,"0.00",,"86","96","74","  200","  360","13.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-03","7.61",,,"0.00",,"86","95","78","  180","  180","25.9","31.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-04","8.05",,,"0.00",,"83","92","79","  180","  170","18.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-05","7.38",,,"0.08",,"84","93","79","  210",,"16.1",,,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-06","10.07",,,"0.00",,"86","95","80","  260","  270","19.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-07","9.40",,,"0.00",,"87","97","80","  290","  290","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-08","8.95",,,"0.00",,"87","96","78","   80","   90","25.9","36.0",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-09","8.05",,,"0.00",,"87","96","79","  300","  300","15.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-10","6.71",,,"0.00",,"89","98","81","  160","  210","15.0","19.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-11","5.82",,,"0.00",,"87","95","80","  320","  330","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-12","6.49",,,"0.00",,"87","96","78","   20","   10","21.9","32.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-13","6.93",,,"0.00",,"87","96","80","   40","   40","14.1","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-14","6.93",,,"0.00",,"88","96","78","  150","  150","16.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-15","9.84",,,"0.00",,"85","93","78","   80","  110","19.9","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-16","6.93",,,"0.21",,"82","89","76","   70","   70","21.0","31.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-17","8.95",,,"0.39",,"80","89","75","  160","  310","18.1","29.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-18","6.49",,,"0.29",,"82","91","77","  240","  240","21.0","29.1",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-19","5.82",,,"0.89",,"79","85","74","  290","  320","21.0","25.9","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-20","4.25",,,"0.81",,"82","91","77","  230","  230","19.9","23.9",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-21","4.92",,,"0.02",,"84","93","78","  250","  250","18.1","23.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-22","3.13",,,"0.59",,"82","91","76","  240","  270","17.0","23.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-23","6.26",,,"0.00",,"84","94","77","  330","  120","15.0","23.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-24","8.50",,,"0.00",,"86","96","79","   20","  320","15.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-25","11.41",,,"0.00",,"85","89","79","   40","   40","17.0","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-26","9.84",,,"0.00",,"81","87","75","   30","   20","16.1","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2015-08-27","6.93",,,"0.00",,"80","87","72","   30","  360","15.0","19.0",,,,,,,,,,,,,
